t,target_x,target_y,target_theta,pos_x,pos_y,pos_theta,pos_w0,pos_w1,pos_w2,target_vx,target_vy,target_vtheta
3.730000,-0.961769,-1.010203,1.426912,-0.945723,-1.006163,1.405551,-1.246044,-5.273858,4.730553,-0.183333,-0.045543,0.242308
3.740000,-0.963468,-1.010424,1.432116,-0.947895,-1.006707,1.408646,-1.341010,-5.136740,4.516066,-0.177451,-0.042614,0.265645
3.750000,-0.965144,-1.010604,1.437313,-0.950039,-1.007249,1.411539,-1.461087,-4.994665,4.338767,-0.172497,-0.038967,0.286675
3.760000,-0.966797,-1.010742,1.442505,-0.952162,-1.007763,1.414771,-1.595335,-4.849604,4.158216,-0.167575,-0.034930,0.309660
3.770000,-0.968426,-1.010838,1.447690,-0.954244,-1.008216,1.417909,-1.725548,-4.691569,3.986133,-0.162640,-0.030755,0.329196
3.780000,-0.970030,-1.010893,1.452869,-0.956219,-1.008674,1.421512,-1.852527,-4.543788,3.814618,-0.157862,-0.026770,0.349605
3.790000,-0.971611,-1.010904,1.458042,-0.958167,-1.009120,1.425142,-1.992213,-4.387575,3.682183,-0.153924,-0.022301,0.365301
3.800000,-0.973168,-1.010874,1.463208,-0.960094,-1.009554,1.428700,-2.138817,-4.223627,3.551391,-0.150006,-0.017533,0.380663
3.810000,-0.974700,-1.010800,1.468367,-0.962001,-1.009982,1.432638,-2.293980,-4.053472,3.418142,-0.146060,-0.012456,0.396678
3.820000,-0.976208,-1.010683,1.473520,-0.963885,-1.010385,1.436449,-2.449791,-3.862872,3.293695,-0.142071,-0.007016,0.408819
3.830000,-0.977691,-1.010524,1.478666,-0.965659,-1.010787,1.440911,-2.611770,-3.670592,3.164796,-0.138059,-0.001388,0.422170
3.840000,-0.979149,-1.010320,1.483805,-0.967384,-1.011142,1.445118,-2.780781,-3.465237,3.078458,-0.134897,0.004668,0.428940
3.850000,-0.980582,-1.010074,1.488937,-0.969081,-1.011457,1.449335,-2.955420,-3.272012,2.991569,-0.131982,0.010688,0.438190
3.860000,-0.981991,-1.009783,1.494062,-0.970769,-1.011774,1.453632,-3.129628,-3.077549,2.904294,-0.129093,0.016742,0.447265
3.870000,-0.983374,-1.009448,1.499179,-0.972453,-1.012051,1.457940,-3.311814,-2.865886,2.814203,-0.126045,0.023261,0.455473
3.880000,-0.984731,-1.009069,1.504289,-0.974082,-1.012259,1.462449,-3.490774,-2.648293,2.716362,-0.122783,0.029825,0.463491
3.890000,-0.986063,-1.008645,1.509392,-0.975631,-1.012490,1.466966,-3.660216,-2.436084,2.629736,-0.119816,0.036138,0.469431
3.900000,-0.987370,-1.008176,1.514487,-0.977158,-1.012698,1.471455,-3.854034,-2.215554,2.560363,-0.117389,0.043143,0.475208
3.910000,-0.988650,-1.007663,1.519574,-0.978634,-1.012809,1.475691,-4.051991,-1.989119,2.487681,-0.114918,0.050353,0.481193
3.920000,-0.989904,-1.007104,1.524654,-0.980085,-1.012908,1.478926,-4.242872,-1.786567,2.413757,-0.112709,0.057051,0.489624
3.930000,-0.991133,-1.006499,1.529725,-0.981520,-1.012955,1.483079,-4.463753,-1.603089,2.315541,-0.110481,0.064083,0.507989
3.940000,-0.992335,-1.005849,1.534789,-0.982938,-1.012945,1.487145,-4.659727,-1.392258,2.233434,-0.108145,0.071058,0.517095
3.950000,-0.993510,-1.005153,1.539844,-0.984345,-1.012890,1.491344,-4.851923,-1.184393,2.144682,-0.105720,0.077923,0.526992
3.960000,-0.994659,-1.004411,1.544891,-0.985590,-1.012936,1.495325,-5.037522,-0.969220,2.052491,-0.103139,0.084791,0.535471
3.970000,-0.995782,-1.003622,1.549930,-0.986862,-1.012857,1.499948,-5.285530,-0.745637,1.998792,-0.101913,0.093135,0.546051
3.980000,-0.996877,-1.002787,1.554961,-0.988128,-1.012706,1.504866,-5.488433,-0.513125,1.939066,-0.100153,0.100698,0.550129
3.990000,-0.997945,-1.001905,1.559982,-0.989392,-1.012488,1.509810,-5.672615,-0.273929,1.876404,-0.098174,0.108003,0.551165
4.000000,-0.998986,-1.000976,1.564996,-0.990583,-1.012226,1.517388,-5.845686,-0.033734,1.804143,-0.095946,0.115117,0.551860
4.010000,-1.000000,-1.000000,1.570000,-0.991750,-1.011873,1.522935,-5.961553,0.277059,1.799307,-0.094175,0.122262,0.526119
4.020000,-1.000995,-0.999005,1.575092,-0.992914,-1.011493,1.528036,-6.106503,0.507941,1.746925,-0.092450,0.128683,0.521576
4.030000,-1.001980,-0.998020,1.580368,-0.994057,-1.011069,1.533314,-6.253842,0.713414,1.675947,-0.090657,0.134731,0.523315
4.040000,-1.002955,-0.997045,1.585824,-0.995188,-1.010610,1.538602,-6.386847,0.904079,1.605114,-0.088981,0.140239,0.525099
4.050000,-1.003920,-0.996080,1.591459,-0.996291,-1.010101,1.543957,-6.510812,1.079205,1.528341,-0.087325,0.145304,0.528567
4.060000,-1.004875,-0.995125,1.597270,-0.997388,-1.009556,1.549182,-6.622197,1.233574,1.451658,-0.085841,0.149762,0.533131
4.070000,-1.005820,-0.994180,1.603254,-0.998436,-1.008974,1.554451,-6.726929,1.368682,1.365251,-0.084325,0.153763,0.540718
4.080000,-1.006755,-0.993245,1.609410,-0.999470,-1.008327,1.559562,-6.826510,1.482502,1.285502,-0.083186,0.157290,0.549589
4.090000,-1.007680,-0.992320,1.615735,-1.000512,-1.007650,1.564719,-6.913843,1.567111,1.198543,-0.082098,0.160068,0.561734
4.100000,-1.008595,-0.991405,1.622227,-1.001534,-1.006912,1.570038,-6.989965,1.641400,1.101854,-0.080831,0.162452,0.575075
4.110000,-1.009500,-0.990500,1.628882,-1.002536,-1.006133,1.575549,-7.047721,1.695724,1.006528,-0.079664,0.164121,0.588449
4.120000,-1.010395,-0.989605,1.635700,-1.003526,-1.005348,1.581031,-7.091732,1.736547,0.913220,-0.078587,0.165281,0.601516
4.130000,-1.011280,-0.988720,1.642678,-1.004468,-1.004502,1.586659,-7.135985,1.767569,0.816045,-0.077545,0.166280,0.616467
4.140000,-1.012155,-0.987845,1.649812,-1.005430,-1.003697,1.591999,-7.166954,1.774090,0.729250,-0.076875,0.166570,0.631531
4.150000,-1.013020,-0.986980,1.657102,-1.006393,-1.002799,1.597619,-7.211898,1.780916,0.623396,-0.075904,0.167168,0.651027
4.160000,-1.013875,-0.986125,1.664544,-1.007312,-1.001854,1.603837,-7.224433,1.765773,0.516487,-0.074825,0.166744,0.669252
4.170000,-1.014720,-0.985280,1.672136,-1.008233,-1.000873,1.609824,-7.215250,1.743228,0.428383,-0.074077,0.165739,0.682993
4.180000,-1.015555,-0.984445,1.679876,-1.009091,-0.999852,1.616654,-7.201655,1.698888,0.329659,-0.073221,0.164277,0.700525
4.190000,-1.016380,-0.983620,1.687762,-1.010014,-0.998858,1.622898,-7.165871,1.653677,0.261163,-0.072892,0.162318,0.711077
4.200000,-1.017195,-0.982805,1.695791,-1.010899,-0.997856,1.629359,-7.140216,1.602467,0.154880,-0.071805,0.160525,0.728930
4.210000,-1.018000,-0.982000,1.703960,-1.011753,-0.996838,1.636008,-7.112743,1.544413,0.059331,-0.071011,0.158557,0.746010
4.220000,-1.018795,-0.981205,1.712268,-1.012590,-0.995819,1.642787,-7.080772,1.477624,-0.028359,-0.070423,0.156332,0.762600
4.230000,-1.019580,-0.980420,1.720712,-1.013382,-0.994762,1.649774,-7.046997,1.406318,-0.113727,-0.069901,0.153988,0.779242
4.240000,-1.020355,-0.979645,1.729289,-1.014227,-0.993763,1.656393,-7.005659,1.319059,-0.185303,-0.069734,0.151174,0.795153
4.250000,-1.021120,-0.978880,1.737998,-1.015066,-0.992773,1.663260,-6.977777,1.238753,-0.287228,-0.068925,0.148826,0.816055
4.260000,-1.021875,-0.978125,1.746836,-1.015831,-0.991727,1.670564,-6.946460,1.161900,-0.387171,-0.068093,0.146483,0.835755
4.270000,-1.022620,-0.977380,1.755800,-1.016584,-0.990666,1.678143,-6.901816,1.066839,-0.459434,-0.067886,0.143475,0.852368
4.280000,-1.023355,-0.976645,1.764889,-1.017340,-0.989636,1.685690,-6.847829,0.968017,-0.526029,-0.067712,0.140208,0.867458
4.290000,-1.024080,-0.975920,1.774100,-1.018089,-0.988618,1.693469,-6.801096,0.872215,-0.599856,-0.067401,0.137158,0.884100
4.300000,-1.024795,-0.975205,1.783430,-1.018849,-0.987618,1.700700,-6.751693,0.779951,-0.671558,-0.067060,0.134125,0.899613
4.310000,-1.025500,-0.974500,1.792877,-1.019576,-0.986600,1.708802,-6.717764,0.673392,-0.762600,-0.066510,0.131176,0.921777
4.320000,-1.026195,-0.973805,1.802440,-1.020255,-0.985618,1.717588,-6.662541,0.577030,-0.829284,-0.066190,0.127953,0.936378
4.330000,-1.026880,-0.973120,1.812115,-1.020981,-0.984679,1.725689,-6.606707,0.498850,-0.872601,-0.066255,0.124981,0.945270
4.340000,-1.027555,-0.972445,1.821899,-1.021635,-0.983744,1.734035,-6.568246,0.414018,-0.950561,-0.065736,0.122338,0.962107
4.350000,-1.028220,-0.971780,1.831792,-1.022297,-0.982855,1.741930,-6.537567,0.324100,-1.005492,-0.065846,0.119641,0.977567
4.360000,-1.028875,-0.971125,1.841790,-1.022885,-0.981818,1.749444,-6.526436,0.230439,-1.078297,-0.065780,0.117296,0.998602
4.370000,-1.029520,-0.970480,1.851892,-1.023408,-0.980905,1.758622,-6.503752,0.070959,-1.132553,-0.066354,0.113381,1.024474
4.380000,-1.030155,-0.969845,1.862093,-1.023982,-0.980029,1.767040,-6.479951,-0.018143,-1.142891,-0.067471,0.110595,1.034717
4.390000,-1.030780,-0.969220,1.872394,-1.024505,-0.979169,1.776114,-6.473062,-0.116582,-1.190325,-0.067979,0.108092,1.053537
4.400000,-1.031395,-0.968605,1.882790,-1.025038,-0.978216,1.784046,-6.462351,-0.202162,-1.213104,-0.068899,0.105637,1.066761
4.410000,-1.032000,-0.968000,1.893280,-1.025535,-0.977329,1.793253,-6.456167,-0.349955,-1.260376,-0.069622,0.102156,1.092338
4.420000,-1.032595,-0.967405,1.903861,-1.026074,-0.976522,1.802221,-6.439595,-0.450819,-1.277616,-0.070600,0.099242,1.106087
4.430000,-1.033180,-0.966820,1.914531,-1.026586,-0.975752,1.811344,-6.436932,-0.535510,-1.321269,-0.071055,0.097023,1.123107
4.440000,-1.033755,-0.966245,1.925288,-1.027088,-0.974962,1.820612,-6.442917,-0.612147,-1.359308,-0.071690,0.095066,1.139446
4.450000,-1.034320,-0.965680,1.936129,-1.027562,-0.974228,1.831484,-6.441613,-0.695463,-1.393448,-0.072320,0.092822,1.155175
4.460000,-1.034875,-0.965125,1.947052,-1.028026,-0.973434,1.841026,-6.416781,-0.724914,-1.392603,-0.073128,0.091029,1.155686
4.470000,-1.035420,-0.964580,1.958055,-1.028536,-0.972632,1.850436,-6.412925,-0.813733,-1.415448,-0.073939,0.088537,1.170285
4.480000,-1.035955,-0.964045,1.969134,-1.029134,-0.971908,1.859920,-6.399062,-0.909345,-1.457025,-0.074188,0.085868,1.186986
4.490000,-1.036480,-0.963520,1.980289,-1.029655,-0.971140,1.870547,-6.378605,-0.977833,-1.532345,-0.073457,0.083877,1.203689
4.500000,-1.036995,-0.963005,1.991516,-1.030156,-0.970413,1.882625,-6.335554,-1.038300,-1.559202,-0.073395,0.081352,1.209685
4.510000,-1.037500,-0.962500,2.002812,-1.030671,-0.969679,1.893557,-6.267435,-1.053164,-1.554779,-0.073437,0.079125,1.201874
4.520000,-1.037995,-0.962005,2.014177,-1.031223,-0.968920,1.904151,-6.221371,-1.105026,-1.580915,-0.073237,0.076735,1.206199
4.530000,-1.038480,-0.961520,2.025607,-1.031753,-0.968189,1.915597,-6.168297,-1.175996,-1.624772,-0.072570,0.074003,1.214561
4.540000,-1.038955,-0.961045,2.037101,-1.032368,-0.967485,1.926343,-6.102253,-1.221899,-1.648380,-0.072015,0.071437,1.215030
4.550000,-1.039420,-0.960580,2.048654,-1.032917,-0.966857,1.937887,-6.037082,-1.279108,-1.716068,-0.070524,0.069047,1.223118
4.560000,-1.039875,-0.960125,2.060267,-1.033488,-0.966199,1.949524,-5.979689,-1.300027,-1.757575,-0.069580,0.067321,1.223800
4.570000,-1.040320,-0.959680,2.071935,-1.033906,-0.965513,1.961439,-5.906075,-1.331859,-1.801644,-0.068320,0.065189,1.224110
4.580000,-1.040755,-0.959245,2.083656,-1.034447,-0.964814,1.973287,-5.854823,-1.376180,-1.794284,-0.068487,0.062680,1.222174
4.590000,-1.041180,-0.958820,2.095430,-1.035002,-0.964127,1.985378,-5.770841,-1.426197,-1.822742,-0.067334,0.059937,1.221429
4.600000,-1.041595,-0.958405,2.107251,-1.035520,-0.963400,1.997119,-5.676962,-1.470372,-1.852533,-0.065926,0.057224,1.218732
4.610000,-1.042000,-0.958000,2.119120,-1.036064,-0.962707,2.009393,-5.591300,-1.543116,-1.874903,-0.064796,0.053998,1.220012
4.620000,-1.042395,-0.957605,2.131033,-1.036617,-0.962050,2.022121,-5.489848,-1.595466,-1.897281,-0.063308,0.051018,1.216393
4.630000,-1.042780,-0.957220,2.142987,-1.037169,-0.961382,2.035010,-5.378643,-1.629972,-1.916887,-0.061629,0.048295,1.208662
4.640000,-1.043155,-0.956845,2.154981,-1.037730,-0.960733,2.047598,-5.259144,-1.669034,-1.931246,-0.059857,0.045366,1.199714
4.650000,-1.043520,-0.956480,2.167012,-1.038259,-0.960050,2.060619,-5.145615,-1.715655,-1.957067,-0.057903,0.042529,1.194150
4.660000,-1.043875,-0.956125,2.179078,-1.038777,-0.959443,2.073453,-5.021295,-1.767229,-1.959283,-0.056162,0.039252,1.184599
4.670000,-1.044220,-0.955780,2.191177,-1.039321,-0.958881,2.086174,-4.914319,-1.805994,-1.973113,-0.054433,0.036632,1.177235
4.680000,-1.044555,-0.955445,2.203305,-1.039855,-0.958323,2.098905,-4.807443,-1.839209,-2.003008,-0.052341,0.034362,1.171308
4.690000,-1.044880,-0.955120,2.215461,-1.040394,-0.957796,2.111368,-4.700627,-1.876573,-2.030070,-0.050255,0.032030,1.165568
4.700000,-1.045195,-0.954805,2.227643,-1.040900,-0.957293,2.123897,-4.600460,-1.916945,-2.069068,-0.048013,0.029909,1.162752
4.710000,-1.045500,-0.954500,2.239847,-1.041403,-0.956775,2.136375,-4.507935,-1.953293,-2.101250,-0.046003,0.027933,1.159502
4.720000,-1.045795,-0.954205,2.252073,-1.041882,-0.956308,2.149187,-4.412029,-2.001045,-2.130767,-0.043923,0.025704,1.156978
4.730000,-1.046080,-0.953920,2.264316,-1.042364,-0.955855,2.162023,-4.318228,-2.029515,-2.154087,-0.041979,0.023881,1.151289
4.740000,-1.046355,-0.953645,2.276576,-1.042874,-0.955456,2.175006,-4.221720,-2.058383,-2.179171,-0.039911,0.022098,1.145527
4.750000,-1.046620,-0.953380,2.288849,-1.043382,-0.955046,2.187241,-4.117456,-2.072796,-2.216547,-0.037462,0.020759,1.138421
4.760000,-1.046875,-0.953125,2.301133,-1.043872,-0.954653,2.199584,-4.026718,-2.115468,-2.268303,-0.034926,0.019206,1.138920
4.770000,-1.047120,-0.952880,2.313426,-1.044307,-0.954209,2.211275,-3.937051,-2.154885,-2.314868,-0.032479,0.017728,1.138421
4.780000,-1.047355,-0.952645,2.325726,-1.044738,-0.953827,2.223491,-3.869089,-2.229893,-2.352736,-0.030485,0.015641,1.144503
4.790000,-1.047580,-0.952420,2.338029,-1.045168,-0.953497,2.235709,-3.793032,-2.277409,-2.387786,-0.028416,0.014074,1.145385
4.800000,-1.047795,-0.952205,2.350335,-1.045607,-0.953168,2.247990,-3.719647,-2.314228,-2.430796,-0.026265,0.012918,1.146257
4.810000,-1.048000,-0.952000,2.362640,-1.046016,-0.952846,2.260130,-3.638701,-2.354211,-2.473535,-0.023932,0.011684,1.146498
4.820000,-1.048195,-0.951805,2.374942,-1.046426,-0.952576,2.272404,-3.566329,-2.399576,-2.512511,-0.021790,0.010411,1.148119
4.830000,-1.048380,-0.951620,2.387239,-1.046809,-0.952292,2.284267,-3.492122,-2.430621,-2.557368,-0.019542,0.009564,1.148348
4.840000,-1.048555,-0.951445,2.399528,-1.047166,-0.952019,2.296262,-3.430092,-2.480043,-2.601508,-0.017459,0.008465,1.152618
4.850000,-1.048720,-0.951280,2.411808,-1.047502,-0.951783,2.308199,-3.369647,-2.525438,-2.637497,-0.015536,0.007395,1.155454
4.860000,-1.048875,-0.951125,2.424075,-1.047833,-0.951596,2.320370,-3.316452,-2.564863,-2.675652,-0.013732,0.006578,1.158756
4.870000,-1.049020,-0.950980,2.436327,-1.048141,-0.951427,2.332537,-3.259009,-2.587831,-2.716164,-0.011868,0.006159,1.159573
4.880000,-1.049155,-0.950845,2.448562,-1.048431,-0.951238,2.344516,-3.205646,-2.608552,-2.753824,-0.010136,0.005815,1.160253
4.890000,-1.049280,-0.950720,2.460778,-1.048714,-0.951103,2.356316,-3.156395,-2.642790,-2.786324,-0.008490,0.005179,1.162621
4.900000,-1.049395,-0.950605,2.472972,-1.048976,-0.950938,2.367736,-3.113737,-2.669220,-2.831701,-0.006814,0.004981,1.166568
4.910000,-1.049500,-0.950500,2.485142,-1.049251,-0.950765,2.379573,-3.079579,-2.716581,-2.873841,-0.005239,0.004385,1.174063
4.920000,-1.049595,-0.950405,2.497286,-1.049534,-0.950593,2.391290,-3.026637,-2.761461,-2.904548,-0.003443,0.003600,1.177129
4.930000,-1.049680,-0.950320,2.509401,-1.049785,-0.950460,2.403318,-2.970027,-2.813822,-2.938198,-0.001460,0.002732,1.181111
4.940000,-1.049755,-0.950245,2.521485,-1.050008,-0.950313,2.414256,-2.913721,-2.848599,-2.963841,0.000302,0.002147,1.181668
4.950000,-1.049820,-0.950180,2.533535,-1.050211,-0.950204,2.426387,-2.887711,-2.915313,-3.005248,0.001881,0.001334,1.192787
4.960000,-1.049875,-0.950125,2.545549,-1.050377,-0.950103,2.438493,-2.836240,-2.943843,-3.019555,0.003364,0.000794,1.191618
4.970000,-1.049920,-0.950080,2.557525,-1.050529,-0.950009,2.450463,-2.792895,-2.970918,-3.026234,0.004570,0.000226,1.190319
4.980000,-1.049955,-0.950045,2.569461,-1.050665,-0.949949,2.462143,-2.753265,-3.000984,-3.033244,0.005738,-0.000356,1.189973
4.990000,-1.049980,-0.950020,2.581353,-1.050801,-0.949902,2.474030,-2.722855,-3.030633,-3.049696,0.006847,-0.000714,1.192098
5.000000,-1.049995,-0.950005,2.593200,-1.050922,-0.949861,2.485961,-2.683329,-3.054739,-3.062236,0.008065,-0.001027,1.191708
5.010000,-1.050000,-0.950000,2.605000,-1.051036,-0.949848,2.497730,-2.643232,-3.077949,-3.069386,0.009224,-0.001387,1.190389
5.020000,-1.049995,-0.950005,2.616750,-1.051118,-0.949773,2.509230,-2.606029,-3.099737,-3.083347,0.010407,-0.001567,1.190192
5.030000,-1.049980,-0.950020,2.628447,-1.051190,-0.949725,2.521350,-2.578230,-3.145162,-3.080333,0.011381,-0.002466,1.192171
5.040000,-1.049955,-0.950045,2.640089,-1.051249,-0.949687,2.533488,-2.535093,-3.169742,-3.063578,0.012350,-0.003199,1.187389
5.050000,-1.049920,-0.950080,2.651675,-1.051305,-0.949663,2.545594,-2.491424,-3.192484,-3.043734,0.013294,-0.003927,1.181868
5.060000,-1.049875,-0.950125,2.663201,-1.051346,-0.949647,2.557687,-2.445667,-3.214708,-3.024434,0.014305,-0.004617,1.176068
5.070000,-1.049820,-0.950180,2.674665,-1.051361,-0.949637,2.569662,-2.400992,-3.236083,-3.001316,0.015257,-0.005334,1.169782
5.080000,-1.049755,-0.950245,2.686065,-1.051331,-0.949671,2.580858,-2.362751,-3.257846,-2.975334,0.016058,-0.006084,1.164032
5.090000,-1.049680,-0.950320,2.697399,-1.051307,-0.949676,2.592836,-2.353724,-3.282605,-2.969753,0.016507,-0.006488,1.165407
5.100000,-1.049595,-0.950405,2.708664,-1.051271,-0.949674,2.604809,-2.318882,-3.299920,-2.934632,0.017121,-0.007287,1.158277
5.110000,-1.049500,-0.950500,2.719857,-1.051218,-0.949671,2.616761,-2.283753,-3.319895,-2.892254,0.017710,-0.008258,1.150487
5.120000,-1.049395,-0.950605,2.730978,-1.051158,-0.949698,2.628709,-2.250166,-3.340324,-2.843995,0.018232,-0.009336,1.142170
5.130000,-1.049280,-0.950720,2.742022,-1.051093,-0.949712,2.640704,-2.214665,-3.354176,-2.798878,0.018784,-0.010219,1.133129
5.140000,-1.049155,-0.950845,2.752988,-1.051021,-0.949753,2.652740,-2.175584,-3.371676,-2.744434,0.019383,-0.011332,1.122834
5.150000,-1.049020,-0.950980,2.763873,-1.050938,-0.949806,2.664764,-2.133536,-3.381997,-2.691236,0.020005,-0.012274,1.111333
5.160000,-1.048875,-0.951125,2.774675,-1.050853,-0.949865,2.676599,-2.090434,-3.389920,-2.636138,0.020629,-0.013194,1.099108
5.170000,-1.048720,-0.951280,2.785392,-1.050763,-0.949943,2.688255,-2.048382,-3.402488,-2.583097,0.021328,-0.014150,1.087933
5.180000,-1.048555,-0.951445,2.796022,-1.050629,-0.950008,2.699809,-2.007455,-3.415999,-2.534680,0.022080,-0.015024,1.077664
5.190000,-1.048380,-0.951620,2.806561,-1.050490,-0.950073,2.711330,-1.978552,-3.429528,-2.475116,0.022491,-0.016124,1.067516
5.200000,-1.048195,-0.951805,2.817008,-1.050346,-0.950099,2.722809,-1.947887,-3.444610,-2.411383,0.022950,-0.017324,1.056775
5.210000,-1.048000,-0.952000,2.827360,-1.050190,-0.950124,2.734234,-1.916977,-3.471131,-2.332588,0.023457,-0.019014,1.045511
5.220000,-1.047795,-0.952205,2.837615,-1.050026,-0.950155,2.745676,-1.886942,-3.498450,-2.248896,0.023954,-0.020809,1.033810
5.230000,-1.047580,-0.952420,2.847771,-1.049853,-0.950276,2.756520,-1.855233,-3.523780,-2.160267,0.024464,-0.022654,1.020944
5.240000,-1.047355,-0.952645,2.857824,-1.049708,-0.950398,2.767787,-1.833029,-3.540962,-2.106940,0.024980,-0.023685,1.013043
5.250000,-1.047120,-0.952880,2.867774,-1.049568,-0.950512,2.778882,-1.787889,-3.554867,-2.040914,0.025878,-0.024824,0.999872
5.260000,-1.046875,-0.953125,2.877617,-1.049420,-0.950622,2.789665,-1.741371,-3.577036,-1.972798,0.026926,-0.026126,0.987351
5.270000,-1.046620,-0.953380,2.887351,-1.049261,-0.950697,2.800340,-1.700750,-3.608068,-1.904932,0.027998,-0.027580,0.976862
5.280000,-1.046355,-0.953645,2.896974,-1.049085,-0.950749,2.810894,-1.663886,-3.649170,-1.823019,0.029060,-0.029485,0.966343
5.290000,-1.046080,-0.953920,2.906484,-1.048901,-0.950800,2.821382,-1.632673,-3.695880,-1.730395,0.030046,-0.031708,0.955899
5.300000,-1.045795,-0.954205,2.915877,-1.048728,-0.950872,2.833602,-1.601703,-3.743940,-1.632441,0.031058,-0.034048,0.944949
5.310000,-1.045500,-0.954500,2.925152,-1.048546,-0.951019,2.844311,-1.522089,-3.747567,-1.491017,0.032281,-0.036275,0.915508
5.320000,-1.045195,-0.954805,2.934307,-1.048385,-0.951176,2.854435,-1.471883,-3.770503,-1.403450,0.033511,-0.037861,0.899957
5.330000,-1.044880,-0.955120,2.943339,-1.048217,-0.951335,2.864679,-1.424050,-3.811050,-1.330068,0.035055,-0.039439,0.889033
5.340000,-1.044555,-0.955445,2.952245,-1.048076,-0.951508,2.876086,-1.371565,-3.847821,-1.247028,0.036622,-0.041102,0.875660
5.350000,-1.044220,-0.955780,2.961023,-1.047922,-0.951707,2.886463,-1.278995,-3.859548,-1.133762,0.038563,-0.042718,0.849375
5.360000,-1.043875,-0.956125,2.969672,-1.047702,-0.951889,2.895798,-1.208317,-3.889275,-1.047023,0.040465,-0.044181,0.832083
5.370000,-1.043520,-0.956480,2.978188,-1.047503,-0.952054,2.905427,-1.177890,-3.935150,-0.971146,0.041824,-0.045906,0.823900
5.380000,-1.043155,-0.956845,2.986569,-1.047303,-0.952237,2.914994,-1.132349,-3.982468,-0.877187,0.043477,-0.047907,0.811417
5.390000,-1.042780,-0.957220,2.994813,-1.047094,-0.952442,2.924473,-1.082538,-4.028259,-0.783482,0.045235,-0.049828,0.798184
5.400000,-1.042395,-0.957605,3.002917,-1.046870,-0.952668,2.933897,-1.031878,-4.069818,-0.691088,0.046985,-0.051628,0.784439
5.410000,-1.042000,-0.958000,3.010880,-1.046609,-0.952892,2.942830,-0.980388,-4.105940,-0.598598,0.048699,-0.053320,0.769834
5.420000,-1.041595,-0.958405,3.018699,-1.046331,-0.953140,2.951679,-0.946682,-4.146582,-0.509367,0.050145,-0.055127,0.758690
5.430000,-1.041180,-0.958820,3.026370,-1.046101,-0.953415,2.961430,-0.913501,-4.180828,-0.421362,0.051511,-0.056804,0.746916
5.440000,-1.040755,-0.959245,3.033894,-1.045886,-0.953685,2.969688,-0.838979,-4.198635,-0.313528,0.053458,-0.058304,0.724634
5.450000,-1.040320,-0.959680,3.041265,-1.045575,-0.953952,2.977451,-0.789638,-4.258791,-0.237314,0.055659,-0.059954,0.715778
5.460000,-1.039875,-0.960125,3.048483,-1.045295,-0.954231,2.985882,-0.774898,-4.309253,-0.161333,0.056998,-0.061726,0.710326
5.470000,-1.039420,-0.960580,3.055546,-1.044998,-0.954541,2.994090,-0.730558,-4.348449,-0.065368,0.058751,-0.063486,0.696634
5.480000,-1.038955,-0.961045,3.062449,-1.044682,-0.954882,3.002277,-0.688417,-4.383155,0.023508,0.060425,-0.065038,0.683592
5.490000,-1.038480,-0.961520,3.069193,-1.044409,-0.955232,3.010709,-0.643889,-4.408206,0.110618,0.062016,-0.066383,0.669158
5.500000,-1.037995,-0.962005,3.075773,-1.044110,-0.955640,3.018324,-0.575786,-4.435850,0.206900,0.064139,-0.067726,0.650641
5.510000,-1.037500,-0.962500,3.082187,-1.043763,-0.956037,3.025168,-0.521501,-4.467130,0.272543,0.066102,-0.068597,0.638637
5.520000,-1.036995,-0.963005,3.088434,-1.043456,-0.956478,3.032580,-0.494014,-4.508075,0.330092,0.067684,-0.069675,0.632666
5.530000,-1.036480,-0.963520,3.094511,-1.043076,-0.956939,3.040715,-0.432590,-4.536781,0.395944,0.069763,-0.070422,0.619318
5.540000,-1.035955,-0.964045,3.100416,-1.042699,-0.957424,3.048875,-0.368437,-4.525398,0.485158,0.071206,-0.071061,0.597008
5.550000,-1.035420,-0.964580,3.106145,-1.042274,-0.957891,3.056360,-0.294277,-4.510128,0.575225,0.072793,-0.071558,0.572702
5.560000,-1.034875,-0.965125,3.111698,-1.041888,-0.958380,3.063509,-0.245635,-4.502616,0.661794,0.073988,-0.072339,0.553374
5.570000,-1.034320,-0.965680,3.117071,-1.041466,-0.958849,3.071164,-0.184972,-4.509569,0.739185,0.075683,-0.072999,0.535621
5.580000,-1.033755,-0.966245,3.122262,-1.041085,-0.959359,3.078347,-0.120883,-4.497715,0.845216,0.077113,-0.073958,0.510979
5.590000,-1.033180,-0.966820,3.127269,-1.040649,-0.959967,3.085453,-0.045003,-4.500731,0.933084,0.079049,-0.074608,0.489213
5.600000,-1.032595,-0.967405,3.132089,-1.040186,-0.960507,3.092239,0.033028,-4.474951,0.998086,0.080541,-0.074382,0.466353
5.610000,-1.032000,-0.968000,3.136720,-1.039686,-0.961049,3.098558,0.092959,-4.461370,1.083687,0.081860,-0.074934,0.444806
5.620000,-1.031395,-0.968605,3.141160,-1.039179,-0.961610,3.104796,0.138651,-4.449139,1.164496,0.082911,-0.075565,0.426020
5.630000,-1.030780,-0.969220,3.145406,-1.038733,-0.962183,3.111930,0.189089,-4.433143,1.245120,0.083988,-0.076096,0.406106
5.640000,-1.030155,-0.969845,3.149457,-1.038093,-0.962790,3.117015,0.282418,-4.408179,1.354558,0.085779,-0.076622,0.375267
