t,target_x,target_y,target_theta,pos_x,pos_y,pos_theta,pos_w0,pos_w1,pos_w2,target_vx,target_vy,target_vtheta
1.820000,-0.384123,-0.473806,0.449266,-0.344688,-0.404846,0.412963,21.706650,-12.049525,-12.703351,-0.430678,-0.600000,0.412510
1.830000,-0.387551,-0.477814,0.453654,-0.348487,-0.408380,0.413979,21.684709,-12.071308,-12.618261,-0.428632,-0.600000,0.406908
1.840000,-0.390984,-0.481823,0.458056,-0.352495,-0.411982,0.413156,21.534913,-12.062680,-12.727197,-0.424966,-0.600000,0.440776
1.850000,-0.394422,-0.485834,0.462473,-0.356548,-0.415524,0.412461,21.301823,-12.001204,-12.942456,-0.419271,-0.600000,0.493165
1.860000,-0.397866,-0.489845,0.466904,-0.359793,-0.418332,0.424838,21.064102,-11.927347,-13.157154,-0.413179,-0.600000,0.544429
1.870000,-0.401314,-0.493858,0.471349,-0.363571,-0.421860,0.426046,21.302716,-12.037775,-12.699593,-0.415202,-0.600000,0.465109
1.880000,-0.404766,-0.497871,0.475808,-0.367557,-0.425524,0.424612,21.164977,-12.042029,-12.797646,-0.411954,-0.600000,0.497615
1.890000,-0.408223,-0.501885,0.480281,-0.371759,-0.429382,0.423809,20.923922,-11.997208,-13.037665,-0.406660,-0.600000,0.556691
1.900000,-0.411685,-0.505899,0.484767,-0.375235,-0.432830,0.433599,20.660282,-11.885041,-13.276761,-0.399258,-0.600000,0.609581
1.910000,-0.415150,-0.509913,0.489268,-0.377811,-0.435663,0.450293,20.795443,-11.942967,-12.963393,-0.399154,-0.600000,0.556687
1.920000,-0.418619,-0.513926,0.493782,-0.381965,-0.439310,0.448098,21.256534,-12.241235,-12.226789,-0.408089,-0.600000,0.434889
1.930000,-0.422093,-0.517939,0.498309,-0.386831,-0.443119,0.441446,20.972835,-12.155230,-12.525483,-0.401277,-0.600000,0.502109
1.940000,-0.425570,-0.521952,0.502850,-0.391729,-0.446818,0.436367,20.452177,-11.876098,-13.110485,-0.387393,-0.600000,0.614034
1.950000,-0.429050,-0.525963,0.507404,-0.395262,-0.449869,0.440964,19.960952,-11.580118,-13.626642,-0.373216,-0.600000,0.710370
1.960000,-0.432534,-0.529973,0.511971,-0.398786,-0.453309,0.446689,19.958302,-11.653400,-13.548500,-0.372726,-0.600000,0.710071
1.970000,-0.436022,-0.533982,0.516551,-0.401681,-0.456393,0.462116,19.985964,-11.724446,-13.420543,-0.372356,-0.600000,0.698618
1.980000,-0.439512,-0.537990,0.521144,-0.403974,-0.459161,0.482873,20.366383,-11.937047,-12.788339,-0.378313,-0.600000,0.590281
1.990000,-0.443005,-0.541995,0.525750,-0.407025,-0.462834,0.490646,20.966930,-12.303437,-11.829787,-0.390312,-0.600000,0.428769
2.000000,-0.446501,-0.545999,0.530369,-0.409396,-0.466156,0.505583,21.114071,-12.509422,-11.538042,-0.394760,-0.600000,0.397230
2.010000,-0.450000,-0.550000,0.535000,-0.412343,-0.470257,0.508248,21.535894,-12.883129,-10.825062,-0.406043,-0.600000,0.294165
2.020000,-0.453501,-0.553999,0.539644,-0.415756,-0.474778,0.508896,21.571457,-13.152101,-10.737802,-0.411585,-0.600000,0.313956
2.030000,-0.457005,-0.557995,0.544300,-0.418417,-0.478920,0.512762,21.486076,-13.290520,-10.809987,-0.412485,-0.600000,0.354037
2.040000,-0.460511,-0.561988,0.548968,-0.420504,-0.482470,0.525936,21.593139,-13.642416,-10.624405,-0.420940,-0.600000,0.362061
2.050000,-0.464018,-0.565978,0.553649,-0.423658,-0.486710,0.528852,21.994879,-14.114225,-9.927162,-0.435141,-0.600000,0.277131
2.060000,-0.467528,-0.569964,0.558342,-0.427203,-0.490897,0.531050,21.998236,-14.321111,-9.854831,-0.438699,-0.600000,0.294898
2.070000,-0.471040,-0.573947,0.563046,-0.430120,-0.494500,0.541094,21.925817,-14.413051,-9.875534,-0.438369,-0.600000,0.319958
2.080000,-0.474553,-0.577926,0.567763,-0.432434,-0.497357,0.559750,22.118339,-14.648891,-9.438828,-0.444325,-0.600000,0.266687
2.090000,-0.478067,-0.581901,0.572491,-0.435637,-0.500941,0.566004,22.574093,-15.012602,-8.502342,-0.456329,-0.600000,0.127407
2.100000,-0.481583,-0.585871,0.577231,-0.438323,-0.503934,0.581986,22.631936,-15.183403,-8.277620,-0.459457,-0.600000,0.112272
2.110000,-0.485100,-0.589837,0.581982,-0.440446,-0.506225,0.605710,22.956523,-15.445676,-7.510588,-0.467772,-0.600000,-0.000035
2.120000,-0.488618,-0.593799,0.586745,-0.443775,-0.509790,0.611570,23.491536,-15.819669,-6.271395,-0.481723,-0.600000,-0.189647
2.130000,-0.492137,-0.597755,0.591519,-0.448249,-0.514255,0.604003,23.510134,-15.951363,-6.078124,-0.483615,-0.600000,-0.200504
2.140000,-0.495656,-0.601706,0.596305,-0.453271,-0.518921,0.596182,23.122602,-15.832927,-6.721196,-0.474070,-0.600000,-0.076982
2.150000,-0.499176,-0.605652,0.601101,-0.458389,-0.523155,0.589555,22.651055,-15.547403,-7.466906,-0.459052,-0.600000,0.049191
2.160000,-0.502697,-0.609592,0.605909,-0.463205,-0.527395,0.586932,22.182785,-15.222749,-8.167714,-0.443075,-0.600000,0.163540
2.170000,-0.506218,-0.613526,0.610727,-0.467202,-0.530972,0.593460,21.833266,-14.962317,-8.628122,-0.430127,-0.600000,0.237950
2.180000,-0.509738,-0.617455,0.615556,-0.470458,-0.533615,0.610934,21.786500,-14.888841,-8.529411,-0.425365,-0.600000,0.220966
2.190000,-0.513259,-0.621376,0.620396,-0.472979,-0.535667,0.635363,22.064326,-14.962556,-7.800515,-0.428010,-0.600000,0.094622
2.200000,-0.516780,-0.625292,0.625247,-0.477389,-0.539922,0.633203,22.561790,-15.203218,-6.611504,-0.438012,-0.600000,-0.101165
2.210000,-0.520300,-0.629200,0.630107,-0.481903,-0.544075,0.634745,22.289497,-15.067490,-6.993410,-0.429114,-0.600000,-0.030956
2.220000,-0.523820,-0.633101,0.634979,-0.486529,-0.547822,0.637957,22.077637,-14.871335,-7.223600,-0.419167,-0.600000,0.002342
2.230000,-0.527339,-0.636996,0.639860,-0.491922,-0.552559,0.629259,21.886692,-14.628226,-7.399011,-0.408095,-0.600000,0.019032
2.240000,-0.530857,-0.640882,0.644752,-0.496646,-0.557382,0.625491,21.353547,-14.241557,-8.256079,-0.389349,-0.600000,0.154929
2.250000,-0.534374,-0.644762,0.649654,-0.500228,-0.562003,0.610148,21.001051,-14.021126,-8.764221,-0.377284,-0.600000,0.241623
2.260000,-0.537891,-0.648633,0.654565,-0.503494,-0.565675,0.622302,20.537929,-14.234337,-9.583673,-0.376627,-0.600000,0.444178
2.270000,-0.541406,-0.652496,0.659487,-0.507567,-0.569967,0.627210,20.713371,-14.343057,-9.116269,-0.379121,-0.600000,0.371848
2.280000,-0.544919,-0.656351,0.664418,-0.510874,-0.573630,0.631181,20.627520,-14.256728,-9.118457,-0.373525,-0.600000,0.372080
2.290000,-0.548431,-0.660197,0.669359,-0.513834,-0.576515,0.649375,20.617177,-14.411385,-9.025083,-0.375574,-0.600000,0.381779
2.300000,-0.551942,-0.664034,0.674309,-0.516100,-0.578717,0.674009,20.948575,-14.562349,-8.227510,-0.381072,-0.600000,0.249340
2.310000,-0.555450,-0.667862,0.679269,-0.520134,-0.583089,0.668830,21.475644,-14.866833,-6.997266,-0.393500,-0.600000,0.052603
2.320000,-0.558956,-0.671682,0.684238,-0.524910,-0.587946,0.664480,21.189110,-14.870615,-7.456308,-0.388223,-0.600000,0.154079
2.330000,-0.562461,-0.675491,0.689216,-0.529962,-0.593008,0.654767,20.831805,-14.640811,-8.017679,-0.375508,-0.600000,0.247364
2.340000,-0.565963,-0.679291,0.694204,-0.535299,-0.598129,0.646530,20.323702,-14.367422,-8.868515,-0.360009,-0.600000,0.394365
2.350000,-0.569462,-0.683081,0.699200,-0.540791,-0.602663,0.640046,19.802915,-13.992886,-9.699494,-0.341638,-0.600000,0.526698
2.360000,-0.572959,-0.686861,0.704205,-0.546003,-0.607596,0.625007,19.292652,-13.555264,-10.475250,-0.321687,-0.600000,0.641586
2.370000,-0.576454,-0.690630,0.709219,-0.550186,-0.612070,0.618469,18.606801,-13.263146,-11.562378,-0.304506,-0.600000,0.842119
2.380000,-0.579945,-0.694389,0.714241,-0.553971,-0.616443,0.615966,18.239702,-13.221617,-12.090481,-0.297586,-0.600000,0.957720
2.390000,-0.583433,-0.698137,0.719273,-0.557144,-0.619722,0.630161,18.017708,-13.272458,-12.374049,-0.294624,-0.600000,1.033067
2.400000,-0.586918,-0.701874,0.724312,-0.560676,-0.623591,0.636807,18.272520,-13.390496,-11.834698,-0.297743,-0.600000,0.941508
2.410000,-0.590400,-0.705600,0.729360,-0.564532,-0.627697,0.643263,18.299231,-13.450983,-11.682901,-0.297237,-0.600000,0.925526
2.420000,-0.593878,-0.709314,0.734416,-0.567731,-0.630879,0.662051,18.280992,-13.412676,-11.599615,-0.293461,-0.600000,0.911530
2.430000,-0.597353,-0.713017,0.739480,-0.572231,-0.635414,0.659066,18.627372,-13.480996,-10.864262,-0.296217,-0.600000,0.774297
2.440000,-0.600824,-0.716707,0.744553,-0.576994,-0.640337,0.651904,18.313672,-13.314779,-11.311709,-0.285929,-0.600000,0.854860
2.450000,-0.604290,-0.720386,0.749633,-0.582052,-0.645461,0.648272,17.866487,-13.097777,-11.985602,-0.272966,-0.600000,0.977288
2.460000,-0.607753,-0.724052,0.754721,-0.586052,-0.650372,0.650344,17.463382,-12.762695,-12.561490,-0.257013,-0.600000,1.064484
2.470000,-0.611212,-0.727705,0.759816,-0.589071,-0.654667,0.657987,17.324293,-12.707822,-12.700583,-0.251601,-0.600000,1.094723
2.480000,-0.614666,-0.731345,0.764919,-0.591486,-0.658310,0.675648,17.436962,-12.910073,-12.423435,-0.255949,-0.600000,1.069324
2.490000,-0.618115,-0.734973,0.770030,-0.593333,-0.661183,0.703413,17.853360,-13.218592,-11.604497,-0.266293,-0.600000,0.943817
2.500000,-0.621560,-0.738587,0.775148,-0.596252,-0.665552,0.712908,18.542880,-13.612807,-10.227437,-0.282271,-0.600000,0.717351
2.510000,-0.625000,-0.742187,0.780273,-0.598354,-0.669350,0.726690,18.683556,-13.819843,-9.838392,-0.287480,-0.600000,0.673654
2.520000,-0.628435,-0.745774,0.785406,-0.600142,-0.672274,0.755881,18.992031,-14.234312,-9.093666,-0.300806,-0.600000,0.587160
2.530000,-0.631865,-0.749347,0.790545,-0.601408,-0.674433,0.791153,19.633863,-14.601813,-7.591876,-0.317228,-0.600000,0.346643
2.540000,-0.635289,-0.752906,0.795692,-0.604511,-0.678788,0.791737,20.388132,-15.046505,-5.676818,-0.338811,-0.600000,0.045390
2.550000,-0.638708,-0.756450,0.800845,-0.608408,-0.683510,0.786873,20.297104,-15.261636,-5.708047,-0.341975,-0.600000,0.091078
2.560000,-0.642122,-0.759980,0.806005,-0.612998,-0.688431,0.780154,20.038593,-15.291377,-6.160091,-0.337134,-0.600000,0.191327
2.570000,-0.645530,-0.763494,0.811172,-0.617659,-0.693244,0.775198,19.685028,-15.130229,-6.845358,-0.325316,-0.600000,0.310180
2.580000,-0.648931,-0.766994,0.816345,-0.622904,-0.698422,0.765294,19.355068,-14.928210,-7.465374,-0.312723,-0.600000,0.411466
2.590000,-0.652327,-0.770478,0.821525,-0.628183,-0.703564,0.756345,18.867166,-14.593038,-8.426548,-0.294232,-0.600000,0.562307
2.600000,-0.655717,-0.773947,0.826710,-0.632261,-0.708407,0.755017,18.383613,-14.233877,-9.345932,-0.275343,-0.600000,0.703652
2.610000,-0.659100,-0.777400,0.831902,-0.636058,-0.713224,0.757262,18.165238,-14.164891,-9.678013,-0.268390,-0.600000,0.768851
2.620000,-0.662477,-0.780837,0.837101,-0.639410,-0.717806,0.768146,18.049690,-14.147820,-9.797653,-0.264187,-0.600000,0.798387
2.630000,-0.665847,-0.784258,0.842305,-0.642797,-0.722763,0.772216,18.162472,-14.187536,-9.451293,-0.264363,-0.600000,0.741590
2.640000,-0.669210,-0.787662,0.847515,-0.645176,-0.726882,0.792330,18.121202,-14.273530,-9.408196,-0.264133,-0.600000,0.752988
2.650000,-0.672566,-0.791050,0.852731,-0.648906,-0.732488,0.791153,18.503167,-14.513759,-8.449774,-0.273902,-0.600000,0.604008
2.660000,-0.675916,-0.794420,0.857952,-0.653136,-0.738240,0.792004,18.320131,-14.540009,-8.712953,-0.270097,-0.600000,0.667988
2.670000,-0.679258,-0.797774,0.863179,-0.657561,-0.743550,0.794968,18.001810,-14.359613,-8.898171,-0.261220,-0.595338,0.711746
2.680000,-0.682592,-0.801110,0.868411,-0.661035,-0.748727,0.798508,17.264807,-13.975302,-8.713001,-0.250311,-0.575605,0.734432
2.690000,-0.685919,-0.804429,0.873649,-0.664232,-0.754065,0.802922,16.646852,-13.871461,-8.324264,-0.248845,-0.557023,0.751410
2.700000,-0.689239,-0.807730,0.878892,-0.666455,-0.758633,0.815237,16.012793,-13.818730,-7.804134,-0.250070,-0.536643,0.759697
2.710000,-0.692550,-0.811012,0.884140,-0.668376,-0.762147,0.844472,15.834892,-14.020246,-6.902890,-0.260952,-0.523796,0.689033
2.720000,-0.695853,-0.814277,0.889393,-0.669673,-0.764992,0.878117,16.307893,-14.187691,-5.437489,-0.274773,-0.521297,0.449216
2.730000,-0.699149,-0.817523,0.894652,-0.672792,-0.769862,0.871936,17.052191,-14.523555,-3.749643,-0.294761,-0.525314,0.165345
2.740000,-0.702436,-0.820751,0.899914,-0.676699,-0.774967,0.871342,16.319787,-14.606684,-3.779199,-0.296439,-0.508883,0.279784
2.750000,-0.705714,-0.823959,0.905182,-0.680922,-0.780129,0.867115,15.570796,-14.363289,-3.706470,-0.290150,-0.489917,0.338401
2.760000,-0.708984,-0.827148,0.910454,-0.685453,-0.785396,0.858930,14.713308,-14.069506,-3.844257,-0.280621,-0.470195,0.433395
2.770000,-0.712246,-0.830318,0.915731,-0.688896,-0.790289,0.859303,13.722801,-13.731570,-4.185746,-0.267927,-0.449225,0.568007
2.780000,-0.715498,-0.833469,0.921012,-0.691221,-0.794761,0.861800,13.062112,-13.624253,-3.994799,-0.266023,-0.431795,0.617086
2.790000,-0.718741,-0.836599,0.926297,-0.693872,-0.799687,0.862808,12.626003,-13.847067,-3.541792,-0.275206,-0.418382,0.644970
2.800000,-0.721975,-0.839710,0.931586,-0.696740,-0.804627,0.867490,11.998376,-13.944986,-3.132430,-0.281030,-0.400229,0.687787
2.810000,-0.725200,-0.842800,0.936880,-0.698866,-0.808822,0.881474,11.413460,-13.912318,-2.625294,-0.284602,-0.381726,0.693896
2.820000,-0.728415,-0.845870,0.942177,-0.700433,-0.812160,0.902691,11.248856,-14.003183,-1.728390,-0.295488,-0.370481,0.607035
2.830000,-0.731621,-0.848919,0.947479,-0.702822,-0.816586,0.906927,11.471939,-14.203099,-0.576222,-0.311878,-0.367588,0.447875
2.840000,-0.734817,-0.851947,0.952784,-0.705473,-0.821285,0.911878,11.020892,-14.328146,-0.079065,-0.319948,-0.353605,0.458564
2.850000,-0.738002,-0.854954,0.958092,-0.707314,-0.825212,0.925220,10.477535,-14.323526,0.433242,-0.325289,-0.336685,0.462143
2.860000,-0.741178,-0.857939,0.963405,-0.708772,-0.828449,0.942009,10.322869,-14.466903,1.324216,-0.338639,-0.327269,0.381850
2.870000,-0.744344,-0.860903,0.968720,-0.710858,-0.832650,0.946031,10.422377,-14.715785,2.320847,-0.355715,-0.324542,0.267118
2.880000,-0.747499,-0.863845,0.974039,-0.713116,-0.836992,0.951371,9.998532,-14.907602,2.840804,-0.366407,-0.311949,0.280078
2.890000,-0.750643,-0.866765,0.979361,-0.715490,-0.841455,0.956991,9.534738,-14.995868,3.394136,-0.375277,-0.297731,0.279905
2.900000,-0.753777,-0.869662,0.984686,-0.716854,-0.844587,0.965096,9.023476,-15.018175,3.949506,-0.382875,-0.282075,0.276953
2.910000,-0.756900,-0.872537,0.990015,-0.717577,-0.846668,0.970375,8.968351,-15.428624,4.620116,-0.400463,-0.279506,0.249188
2.920000,-0.760012,-0.875390,0.995346,-0.719666,-0.850240,0.969435,9.198931,-16.208485,5.165528,-0.424355,-0.287221,0.249712
2.930000,-0.763113,-0.878219,1.000680,-0.722550,-0.854301,0.971123,8.852508,-16.543048,5.383270,-0.434471,-0.279796,0.312443
2.940000,-0.766202,-0.881025,1.006016,-0.725975,-0.858570,0.976537,8.361142,-16.526177,5.588298,-0.436527,-0.267248,0.348933
2.950000,-0.769280,-0.883808,1.011355,-0.729660,-0.862950,0.981597,7.829721,-16.236407,5.835464,-0.433053,-0.252376,0.348186
2.960000,-0.772347,-0.886567,1.016697,-0.732685,-0.866789,0.987120,7.248358,-15.858032,6.017675,-0.426874,-0.236176,0.351000
2.970000,-0.775402,-0.889302,1.022041,-0.735571,-0.870481,0.990752,6.844273,-15.713530,6.290488,-0.427169,-0.225134,0.349208
2.980000,-0.778444,-0.892014,1.027387,-0.738152,-0.873968,0.992467,6.457274,-15.663917,6.501271,-0.428736,-0.215325,0.366352
2.990000,-0.781475,-0.894700,1.032735,-0.740824,-0.877380,0.996719,6.107492,-15.765444,6.684281,-0.433234,-0.207319,0.402685
3.000000,-0.784494,-0.897363,1.038085,-0.742814,-0.880230,0.994414,5.800400,-15.780753,6.925646,-0.436699,-0.199826,0.413658
3.010000,-0.787500,-0.900000,1.043437,-0.745396,-0.883432,0.998499,5.593441,-16.219857,7.006200,-0.446864,-0.197705,0.490238
3.020000,-0.790494,-0.902612,1.048792,-0.748215,-0.886586,1.004113,5.332156,-16.277075,7.230975,-0.450974,-0.191804,0.502930
3.030000,-0.793475,-0.905200,1.054147,-0.751173,-0.889552,1.011137,5.090327,-16.228233,7.443060,-0.452603,-0.186142,0.500344
3.040000,-0.796443,-0.907761,1.059505,-0.754057,-0.892560,1.017183,4.910828,-16.121555,7.639006,-0.452700,-0.182093,0.483671
3.050000,-0.799398,-0.910298,1.064863,-0.756805,-0.895626,1.023020,4.700395,-16.045577,7.824196,-0.453417,-0.177380,0.476800
3.060000,-0.802341,-0.912808,1.070224,-0.758828,-0.898130,1.021723,4.462069,-15.993688,8.045804,-0.455361,-0.171822,0.472038
3.070000,-0.805270,-0.915292,1.075585,-0.761309,-0.900843,1.025704,4.317021,-16.402085,8.107527,-0.464418,-0.171619,0.538625
3.080000,-0.808185,-0.917750,1.080948,-0.763243,-0.903038,1.022475,4.150990,-16.506667,8.276124,-0.468763,-0.169067,0.552439
3.090000,-0.811087,-0.920181,1.086311,-0.765649,-0.905509,1.025346,4.065633,-17.022109,8.242439,-0.478445,-0.171427,0.638359
3.100000,-0.813976,-0.922585,1.091676,-0.767511,-0.907438,1.021020,3.944959,-17.196557,8.353398,-0.483263,-0.170757,0.663298
3.110000,-0.816850,-0.924962,1.097042,-0.769774,-0.909693,1.023243,3.916261,-17.785562,8.255423,-0.493386,-0.175242,0.760213
3.120000,-0.819710,-0.927313,1.102408,-0.771599,-0.911362,1.018570,3.839178,-18.032863,8.347663,-0.499365,-0.176195,0.791649
3.130000,-0.822557,-0.929635,1.107775,-0.774086,-0.913507,1.022163,3.873341,-18.664131,8.203384,-0.509578,-0.182736,0.892045
3.140000,-0.825389,-0.931930,1.113142,-0.776026,-0.915137,1.017680,3.822598,-18.814004,8.272927,-0.513029,-0.184233,0.909794
3.150000,-0.828206,-0.934197,1.118510,-0.778719,-0.917284,1.022564,3.853936,-19.398464,8.098603,-0.521804,-0.190600,1.008302
3.160000,-0.831009,-0.936436,1.123878,-0.780866,-0.918836,1.019439,3.793654,-19.441643,8.166290,-0.522908,-0.191524,1.013147
3.170000,-0.833798,-0.938646,1.129247,-0.783722,-0.920953,1.026332,3.842277,-19.928412,7.977245,-0.529321,-0.198105,1.098079
3.180000,-0.836571,-0.940828,1.134615,-0.786880,-0.923169,1.036002,3.788123,-19.861140,8.076705,-0.528484,-0.198757,1.082834
3.190000,-0.839329,-0.942981,1.139983,-0.790142,-0.925547,1.046313,3.716992,-19.613959,8.218352,-0.524493,-0.198128,1.039813
3.200000,-0.842072,-0.945105,1.145352,-0.792879,-0.927302,1.047264,3.594065,-19.287076,8.379388,-0.519303,-0.195579,0.990387
3.210000,-0.844800,-0.947200,1.150720,-0.796041,-0.929433,1.056275,3.574861,-19.443049,8.228324,-0.519209,-0.198982,1.034565
3.220000,-0.847512,-0.949265,1.156088,-0.799225,-0.931806,1.065765,3.501297,-19.199009,8.326912,-0.514714,-0.198323,0.998129
3.230000,-0.850209,-0.951301,1.161455,-0.801835,-0.933537,1.067521,3.350713,-18.888352,8.471278,-0.509841,-0.194950,0.956903
3.240000,-0.852890,-0.953306,1.166822,-0.804986,-0.935700,1.076341,3.318102,-19.034238,8.383135,-0.510544,-0.197695,0.993011
3.250000,-0.855554,-0.955282,1.172188,-0.807565,-0.937203,1.077510,3.209991,-18.765212,8.477256,-0.505683,-0.195821,0.958474
3.260000,-0.858203,-0.957227,1.177554,-0.810564,-0.939149,1.085791,3.223567,-18.954689,8.343300,-0.506380,-0.200240,1.000434
3.270000,-0.860836,-0.959141,1.182918,-0.813816,-0.941181,1.096364,3.158986,-18.757241,8.425757,-0.502720,-0.199915,0.971276
3.280000,-0.863452,-0.961024,1.188282,-0.817059,-0.943347,1.105618,3.085182,-18.406894,8.533902,-0.496361,-0.198437,0.919183
3.290000,-0.866051,-0.962877,1.193644,-0.820073,-0.945490,1.114130,2.952069,-18.062726,8.610276,-0.489922,-0.195302,0.880260
3.300000,-0.868634,-0.964698,1.199006,-0.822632,-0.947030,1.115092,2.808276,-17.791444,8.715381,-0.485612,-0.192079,0.848763
3.310000,-0.871200,-0.966487,1.204366,-0.825567,-0.948875,1.123251,2.761788,-17.940895,8.586553,-0.485677,-0.194575,0.892742
3.320000,-0.873749,-0.968245,1.209725,-0.828222,-0.950188,1.123037,2.687951,-17.730991,8.657303,-0.481822,-0.193706,0.864735
3.330000,-0.876281,-0.969971,1.215082,-0.831262,-0.951913,1.131828,2.683675,-17.909326,8.428492,-0.480592,-0.197837,0.920449
3.340000,-0.878795,-0.971665,1.220437,-0.834372,-0.954034,1.142299,2.638402,-17.656604,8.474712,-0.475330,-0.197522,0.886097
3.350000,-0.881292,-0.973326,1.225791,-0.837078,-0.955541,1.144689,2.483112,-17.258929,8.610265,-0.469207,-0.192922,0.834918
3.360000,-0.883772,-0.974955,1.231143,-0.840183,-0.957528,1.155064,2.418499,-17.288272,8.485438,-0.466935,-0.194137,0.864545
3.370000,-0.886234,-0.976550,1.236493,-0.842934,-0.958782,1.157718,2.289193,-16.896717,8.594298,-0.460508,-0.190225,0.814291
3.380000,-0.888677,-0.978113,1.241842,-0.846002,-0.960614,1.167611,2.288701,-16.933375,8.432474,-0.457431,-0.193314,0.841235
3.390000,-0.891103,-0.979642,1.247187,-0.849110,-0.962680,1.178578,2.186601,-16.571560,8.508559,-0.451009,-0.190280,0.795763
3.400000,-0.893511,-0.981138,1.252531,-0.851969,-0.964076,1.182523,2.020304,-16.114560,8.633128,-0.444009,-0.184579,0.739528
3.410000,-0.895900,-0.982600,1.257872,-0.855042,-0.965843,1.192036,1.969171,-16.031924,8.498490,-0.439311,-0.185240,0.753494
3.420000,-0.898271,-0.984028,1.263211,-0.857864,-0.967009,1.193678,1.864888,-15.658288,8.537362,-0.432284,-0.181846,0.711755
3.430000,-0.900623,-0.985422,1.268548,-0.860855,-0.968611,1.201167,1.841579,-15.673285,8.302835,-0.427589,-0.184129,0.748701
3.440000,-0.902956,-0.986781,1.273881,-0.863968,-0.970172,1.210639,1.748116,-15.387501,8.269723,-0.421016,-0.181702,0.727142
3.450000,-0.905270,-0.988106,1.279212,-0.867025,-0.971835,1.219048,1.688524,-15.012986,8.260568,-0.413027,-0.179331,0.685736
3.460000,-0.907566,-0.989395,1.284540,-0.870176,-0.973398,1.227732,1.578436,-14.651405,8.236621,-0.405410,-0.175607,0.654922
3.470000,-0.909842,-0.990650,1.289865,-0.873206,-0.975002,1.235576,1.501233,-14.268037,8.178484,-0.396653,-0.172522,0.621335
3.480000,-0.912098,-0.991869,1.295187,-0.876220,-0.976403,1.243888,1.389747,-13.917744,8.125982,-0.388920,-0.168671,0.596106
3.490000,-0.914335,-0.993053,1.300506,-0.879177,-0.977931,1.251969,1.338645,-13.587550,8.067937,-0.381153,-0.166497,0.566173
3.500000,-0.916553,-0.994201,1.305821,-0.882203,-0.979391,1.260241,1.237365,-13.240081,8.025967,-0.373759,-0.162696,0.538518
3.510000,-0.918750,-0.995312,1.311133,-0.885226,-0.980988,1.268950,1.157897,-12.873481,7.957450,-0.365467,-0.159217,0.508914
3.520000,-0.920927,-0.996388,1.316441,-0.888185,-0.982596,1.278753,1.037472,-12.455094,7.910613,-0.357010,-0.154002,0.474907
3.530000,-0.923085,-0.997427,1.321746,-0.891265,-0.984144,1.288622,0.919099,-12.005370,7.911417,-0.348994,-0.148315,0.429928
3.540000,-0.925222,-0.998430,1.327047,-0.894409,-0.985641,1.298178,0.824342,-11.527219,7.865350,-0.339572,-0.142861,0.384249
3.550000,-0.927338,-0.999395,1.332344,-0.897469,-0.987266,1.307959,0.742233,-11.042545,7.777247,-0.329289,-0.137545,0.341665
3.560000,-0.929434,-1.000323,1.337637,-0.900512,-0.988724,1.317510,0.615514,-10.530540,7.723369,-0.319657,-0.130574,0.296787
3.570000,-0.931510,-1.001214,1.342926,-0.903452,-0.990246,1.325968,0.531207,-10.052853,7.644753,-0.309978,-0.124907,0.254163
3.580000,-0.933564,-1.002068,1.348211,-0.906417,-0.991681,1.334019,0.399927,-9.602289,7.559815,-0.301123,-0.118217,0.222428
3.590000,-0.935597,-1.002883,1.353492,-0.909323,-0.993172,1.341746,0.286803,-9.164794,7.439959,-0.291797,-0.112027,0.194733
3.600000,-0.937609,-1.003661,1.358768,-0.912219,-0.994444,1.349462,0.142779,-8.724111,7.324281,-0.282861,-0.104892,0.170226
3.610000,-0.939600,-1.004400,1.364040,-0.915130,-0.995716,1.356782,0.057865,-8.322262,7.187898,-0.273805,-0.099564,0.145776
3.620000,-0.941569,-1.005101,1.369307,-0.917918,-0.996979,1.363519,-0.036505,-7.916502,7.028102,-0.264397,-0.093847,0.125247
3.630000,-0.943517,-1.005763,1.374570,-0.920700,-0.998221,1.369675,-0.153708,-7.542212,6.879859,-0.255992,-0.087835,0.110508
3.640000,-0.945443,-1.006386,1.379827,-0.923330,-0.999298,1.374730,-0.279832,-7.177799,6.707903,-0.247427,-0.081650,0.101526
3.650000,-0.947346,-1.006970,1.385080,-0.926004,-1.000297,1.379254,-0.397030,-6.900644,6.533366,-0.240161,-0.076717,0.103500
3.660000,-0.949228,-1.007514,1.390328,-0.928664,-1.001276,1.383480,-0.502893,-6.634832,6.319939,-0.232243,-0.072166,0.110742
3.670000,-0.951088,-1.008019,1.395570,-0.931255,-1.002197,1.387572,-0.615903,-6.371777,6.094838,-0.224233,-0.067425,0.120906
3.680000,-0.952925,-1.008484,1.400808,-0.933789,-1.002982,1.391196,-0.728403,-6.126838,5.877809,-0.216699,-0.062865,0.132361
3.690000,-0.954739,-1.008909,1.406040,-0.936284,-1.003730,1.394610,-0.822651,-5.925018,5.651487,-0.209506,-0.059268,0.148441
3.700000,-0.956531,-1.009293,1.411266,-0.938715,-1.004423,1.397596,-0.921596,-5.731865,5.423440,-0.202472,-0.055632,0.166565
3.710000,-0.958300,-1.009637,1.416487,-0.941081,-1.005054,1.400358,-1.026510,-5.562930,5.194370,-0.195848,-0.052149,0.188916
3.720000,-0.960046,-1.009941,1.421702,-0.943436,-1.005649,1.402681,-1.132731,-5.413703,4.970257,-0.189645,-0.048869,0.213441
